drawing_id,drawing_timestamp,user_id,valence,arousal,trial_index,points,participant_created_at,consent_version,gender,age_group,handedness,device_type,withdraw_status,withdraw_reason,withdraw_created_at
11,2025-09-10T11:55:31,Jzxa1phq,8,5,8,"[{""x"":291.34615384615387,""y"":390.86538461538464},{""x"":290.3846153846154,""y"":390.86538461538464},{""x"":289.4230769230769,""y"":390.86538461538464},{""x"":288.46153846153845,""y"":390.86538461538464},{""x"":284.61538461538464,""y"":390.86538461538464},{""x"":277.8846153846154,""y"":390.86538461538464},{""x"":268.2692307692308,""y"":390.86538461538464},{""x"":257.6923076923077,""y"":388.9423076923077},{""x"":242.30769230769232,""y"":381.25},{""x"":223.0769230769231,""y"":363.9423076923077},{""x"":210.5769230769231,""y"":344.71153846153845},{""x"":202.8846153846154,""y"":321.6346153846154},{""x"":198.0769230769231,""y"":295.6730769230769},{""x"":198.0769230769231,""y"":273.5576923076923},{""x"":200,""y"":250.48076923076923},{""x"":211.53846153846155,""y"":225.48076923076923},{""x"":232.6923076923077,""y"":198.55769230769232},{""x"":257.6923076923077,""y"":173.55769230769232},{""x"":283.6538461538462,""y"":153.3653846153846},{""x"":311.53846153846155,""y"":137.98076923076923},{""x"":337.5,""y"":130.28846153846155},{""x"":364.4230769230769,""y"":128.3653846153846},{""x"":389.4230769230769,""y"":135.09615384615384},{""x"":411.53846153846155,""y"":153.3653846153846},{""x"":427.8846153846154,""y"":181.25},{""x"":437.5,""y"":211.05769230769232},{""x"":441.34615384615387,""y"":239.90384615384616},{""x"":441.34615384615387,""y"":267.78846153846155},{""x"":435.5769230769231,""y"":295.6730769230769},{""x"":425.96153846153845,""y"":321.6346153846154},{""x"":415.3846153846154,""y"":344.71153846153845},{""x"":402.8846153846154,""y"":362.9807692307692},{""x"":389.4230769230769,""y"":375.4807692307692},{""x"":373.0769230769231,""y"":387.0192307692308},{""x"":357.6923076923077,""y"":395.6730769230769},{""x"":340.3846153846154,""y"":402.4038461538462},{""x"":319.2307692307692,""y"":408.1730769230769},{""x"":298.0769230769231,""y"":410.09615384615387},{""x"":275,""y"":409.1346153846154},{""x"":255.76923076923077,""y"":404.3269230769231},{""x"":241.34615384615384,""y"":396.6346153846154},{""x"":230.76923076923077,""y"":389.9038461538462},{""x"":225,""y"":384.1346153846154}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
12,2025-09-10T11:55:34,Jzxa1phq,6,10,9,"[{""x"":241.34615384615384,""y"":405.28846153846155},{""x"":241.34615384615384,""y"":405.28846153846155},{""x"":240.3846153846154,""y"":405.28846153846155},{""x"":235.5769230769231,""y"":405.28846153846155},{""x"":225.96153846153848,""y"":405.28846153846155},{""x"":213.46153846153848,""y"":405.28846153846155},{""x"":190.3846153846154,""y"":401.4423076923077},{""x"":160.5769230769231,""y"":388.9423076923077},{""x"":136.53846153846155,""y"":367.78846153846155},{""x"":119.23076923076924,""y"":341.8269230769231},{""x"":108.65384615384616,""y"":312.9807692307692},{""x"":104.8076923076923,""y"":287.0192307692308},{""x"":105.76923076923077,""y"":262.9807692307692},{""x"":109.61538461538461,""y"":239.90384615384616},{""x"":121.15384615384616,""y"":216.8269230769231},{""x"":136.53846153846155,""y"":194.71153846153845},{""x"":155.76923076923077,""y"":174.51923076923077},{""x"":178.84615384615384,""y"":157.21153846153845},{""x"":204.80769230769232,""y"":143.75},{""x"":232.6923076923077,""y"":136.05769230769232},{""x"":261.53846153846155,""y"":134.1346153846154},{""x"":294.2307692307692,""y"":141.8269230769231},{""x"":325.96153846153845,""y"":162.98076923076923},{""x"":350.96153846153845,""y"":194.71153846153845},{""x"":368.2692307692308,""y"":234.1346153846154},{""x"":376.9230769230769,""y"":271.6346153846154},{""x"":378.84615384615387,""y"":306.25},{""x"":376.9230769230769,""y"":340.86538461538464},{""x"":370.1923076923077,""y"":366.8269230769231},{""x"":357.6923076923077,""y"":387.0192307692308},{""x"":341.34615384615387,""y"":402.4038461538462},{""x"":322.11538461538464,""y"":413.9423076923077},{""x"":300,""y"":420.67307692307696},{""x"":275.96153846153845,""y"":423.5576923076923},{""x"":254.80769230769232,""y"":424.5192307692308},{""x"":236.53846153846155,""y"":423.5576923076923},{""x"":219.23076923076923,""y"":420.67307692307696},{""x"":205.76923076923077,""y"":416.8269230769231},{""x"":195.1923076923077,""y"":412.9807692307692},{""x"":186.53846153846155,""y"":408.1730769230769},{""x"":179.80769230769232,""y"":402.4038461538462},{""x"":175,""y"":397.59615384615387},{""x"":171.15384615384616,""y"":393.75},{""x"":170.1923076923077,""y"":389.9038461538462}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
13,2025-09-10T11:55:36,Jzxa1phq,-5,8,10,"[{""x"":267.3076923076923,""y"":383.1730769230769},{""x"":267.3076923076923,""y"":383.1730769230769},{""x"":263.46153846153845,""y"":383.1730769230769},{""x"":256.7307692307692,""y"":383.1730769230769},{""x"":245.1923076923077,""y"":383.1730769230769},{""x"":230.76923076923077,""y"":383.1730769230769},{""x"":213.46153846153848,""y"":381.25},{""x"":193.26923076923077,""y"":372.59615384615387},{""x"":169.23076923076923,""y"":354.3269230769231},{""x"":146.15384615384616,""y"":326.4423076923077},{""x"":129.80769230769232,""y"":292.78846153846155},{""x"":120.1923076923077,""y"":258.1730769230769},{""x"":115.38461538461539,""y"":228.3653846153846},{""x"":114.42307692307692,""y"":202.40384615384616},{""x"":117.3076923076923,""y"":177.40384615384616},{""x"":126.92307692307692,""y"":160.09615384615384},{""x"":150.96153846153845,""y"":140.8653846153846},{""x"":185.5769230769231,""y"":122.59615384615385},{""x"":221.15384615384616,""y"":111.0576923076923},{""x"":258.6538461538462,""y"":105.28846153846155},{""x"":294.2307692307692,""y"":104.32692307692308},{""x"":327.8846153846154,""y"":112.01923076923077},{""x"":361.53846153846155,""y"":133.17307692307693},{""x"":389.4230769230769,""y"":167.78846153846155},{""x"":408.6538461538462,""y"":211.05769230769232},{""x"":418.2692307692308,""y"":250.48076923076923},{""x"":420.1923076923077,""y"":279.3269230769231},{""x"":420.1923076923077,""y"":310.09615384615387},{""x"":416.34615384615387,""y"":338.9423076923077},{""x"":406.7307692307692,""y"":359.1346153846154},{""x"":393.2692307692308,""y"":377.4038461538462},{""x"":375.96153846153845,""y"":391.8269230769231},{""x"":354.8076923076923,""y"":404.3269230769231},{""x"":331.7307692307692,""y"":413.9423076923077},{""x"":310.5769230769231,""y"":420.67307692307696},{""x"":292.3076923076923,""y"":425.4807692307692},{""x"":275.96153846153845,""y"":429.3269230769231},{""x"":260.5769230769231,""y"":430.28846153846155},{""x"":248.0769230769231,""y"":430.28846153846155},{""x"":238.46153846153848,""y"":429.3269230769231},{""x"":228.84615384615384,""y"":425.4807692307692},{""x"":221.15384615384616,""y"":419.71153846153845},{""x"":214.42307692307693,""y"":412.0192307692308},{""x"":206.73076923076923,""y"":402.4038461538462},{""x"":201.92307692307693,""y"":393.75},{""x"":199.03846153846155,""y"":387.0192307692308},{""x"":197.1153846153846,""y"":379.3269230769231},{""x"":197.1153846153846,""y"":372.59615384615387},{""x"":197.1153846153846,""y"":365.86538461538464},{""x"":199.03846153846155,""y"":361.0576923076923},{""x"":200.96153846153845,""y"":356.25},{""x"":202.8846153846154,""y"":353.36538461538464},{""x"":205.76923076923077,""y"":351.4423076923077},{""x"":206.73076923076923,""y"":351.4423076923077}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
14,2025-09-10T12:05:32,Jzxa1phq,-5,-3,1,"[{""x"":354.54545454545456,""y"":182.17329545454547},{""x"":354.54545454545456,""y"":183.3096590909091},{""x"":354.54545454545456,""y"":184.44602272727275}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
15,2025-09-10T12:05:34,Jzxa1phq,8,3,2,"[{""x"":264.7727272727273,""y"":444.6732954545455},{""x"":264.7727272727273,""y"":444.6732954545455},{""x"":261.3636363636364,""y"":444.6732954545455},{""x"":254.54545454545456,""y"":444.6732954545455},{""x"":242.04545454545456,""y"":444.6732954545455},{""x"":226.13636363636365,""y"":441.26420454545456},{""x"":211.36363636363637,""y"":432.1732954545455},{""x"":202.27272727272728,""y"":423.0823863636364},{""x"":196.59090909090912,""y"":412.8551136363637},{""x"":194.31818181818184,""y"":402.62784090909093},{""x"":193.1818181818182,""y"":390.12784090909093},{""x"":195.45454545454547,""y"":376.4914772727273},{""x"":198.86363636363637,""y"":363.9914772727273},{""x"":205.6818181818182,""y"":352.62784090909093},{""x"":214.77272727272728,""y"":340.12784090909093},{""x"":223.86363636363637,""y"":328.76420454545456},{""x"":232.95454545454547,""y"":318.53693181818187},{""x"":244.31818181818184,""y"":310.5823863636364},{""x"":256.8181818181818,""y"":304.9005681818182},{""x"":270.4545454545455,""y"":301.4914772727273},{""x"":284.0909090909091,""y"":300.3551136363637},{""x"":294.31818181818187,""y"":299.21875},{""x"":303.40909090909093,""y"":299.21875},{""x"":311.3636363636364,""y"":300.3551136363637},{""x"":318.1818181818182,""y"":302.62784090909093},{""x"":323.8636363636364,""y"":306.03693181818187},{""x"":329.54545454545456,""y"":310.5823863636364},{""x"":332.9545454545455,""y"":317.4005681818182},{""x"":337.50000000000006,""y"":327.62784090909093},{""x"":340.90909090909093,""y"":341.26420454545456},{""x"":343.1818181818182,""y"":360.5823863636364},{""x"":343.1818181818182,""y"":381.03693181818187},{""x"":339.7727272727273,""y"":403.76420454545456},{""x"":330.6818181818182,""y"":425.3551136363637},{""x"":317.04545454545456,""y"":444.6732954545455},{""x"":300,""y"":459.44602272727275},{""x"":277.2727272727273,""y"":469.6732954545455},{""x"":250.00000000000003,""y"":474.21875000000006},{""x"":220.45454545454547,""y"":474.21875000000006},{""x"":197.72727272727275,""y"":470.8096590909091},{""x"":180.6818181818182,""y"":463.9914772727273}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
16,2025-09-10T12:05:36,Jzxa1phq,-1,1,3,"[{""x"":269.31818181818187,""y"":498.08238636363643},{""x"":268.1818181818182,""y"":498.08238636363643},{""x"":267.04545454545456,""y"":498.08238636363643},{""x"":265.90909090909093,""y"":498.08238636363643},{""x"":262.5,""y"":498.08238636363643},{""x"":255.68181818181822,""y"":496.94602272727275},{""x"":245.45454545454547,""y"":492.40056818181824},{""x"":227.27272727272728,""y"":476.4914772727273},{""x"":204.54545454545456,""y"":446.94602272727275},{""x"":181.81818181818184,""y"":403.76420454545456},{""x"":167.04545454545456,""y"":360.5823863636364},{""x"":159.0909090909091,""y"":328.76420454545456},{""x"":155.6818181818182,""y"":300.3551136363637},{""x"":155.6818181818182,""y"":273.0823863636364},{""x"":163.63636363636365,""y"":252.62784090909093},{""x"":179.54545454545456,""y"":236.71875000000003},{""x"":203.40909090909093,""y"":224.21875000000003},{""x"":230.68181818181822,""y"":216.26420454545456},{""x"":260.22727272727275,""y"":212.85511363636365},{""x"":289.7727272727273,""y"":212.85511363636365},{""x"":317.04545454545456,""y"":216.26420454545456},{""x"":339.7727272727273,""y"":227.62784090909093},{""x"":356.81818181818187,""y"":242.40056818181822},{""x"":368.1818181818182,""y"":261.71875},{""x"":376.1363636363637,""y"":286.71875},{""x"":378.40909090909093,""y"":315.12784090909093},{""x"":375.00000000000006,""y"":350.3551136363637},{""x"":363.6363636363637,""y"":387.8551136363637},{""x"":338.6363636363637,""y"":429.90056818181824},{""x"":309.0909090909091,""y"":465.12784090909093},{""x"":278.40909090909093,""y"":488.9914772727273}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
17,2025-09-10T12:05:38,Jzxa1phq,-9,-10,4,"[{""x"":261.3636363636364,""y"":445.8096590909091},{""x"":261.3636363636364,""y"":445.8096590909091},{""x"":260.22727272727275,""y"":445.8096590909091},{""x"":254.54545454545456,""y"":445.8096590909091},{""x"":245.45454545454547,""y"":445.8096590909091},{""x"":232.95454545454547,""y"":445.8096590909091},{""x"":209.09090909090912,""y"":442.40056818181824},{""x"":177.27272727272728,""y"":425.3551136363637},{""x"":143.1818181818182,""y"":384.44602272727275},{""x"":113.63636363636364,""y"":323.0823863636364},{""x"":96.5909090909091,""y"":257.1732954545455},{""x"":92.04545454545455,""y"":212.85511363636365},{""x"":92.04545454545455,""y"":182.17329545454547},{""x"":97.72727272727273,""y"":156.03693181818184},{""x"":111.36363636363637,""y"":142.4005681818182},{""x"":134.0909090909091,""y"":137.85511363636365},{""x"":168.1818181818182,""y"":140.12784090909093},{""x"":204.54545454545456,""y"":151.49147727272728},{""x"":237.50000000000003,""y"":173.08238636363637},{""x"":270.4545454545455,""y"":203.76420454545456},{""x"":295.4545454545455,""y"":234.44602272727275},{""x"":307.9545454545455,""y"":259.44602272727275},{""x"":313.6363636363637,""y"":285.5823863636364},{""x"":313.6363636363637,""y"":311.71875},{""x"":302.2727272727273,""y"":334.44602272727275},{""x"":279.54545454545456,""y"":356.03693181818187},{""x"":248.86363636363637,""y"":374.21875000000006},{""x"":214.77272727272728,""y"":384.44602272727275},{""x"":180.6818181818182,""y"":387.8551136363637},{""x"":154.54545454545456,""y"":388.9914772727273},{""x"":136.36363636363637,""y"":386.71875000000006}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
18,2025-09-10T12:05:41,Jzxa1phq,4,3,5,"[{""x"":226.13636363636365,""y"":459.44602272727275},{""x"":225.00000000000003,""y"":459.44602272727275},{""x"":223.86363636363637,""y"":459.44602272727275},{""x"":217.04545454545456,""y"":459.44602272727275},{""x"":205.6818181818182,""y"":459.44602272727275},{""x"":187.50000000000003,""y"":459.44602272727275},{""x"":160.22727272727275,""y"":456.03693181818187},{""x"":120.45454545454547,""y"":429.90056818181824},{""x"":85.22727272727273,""y"":388.9914772727273},{""x"":67.04545454545455,""y"":346.94602272727275},{""x"":59.09090909090909,""y"":310.5823863636364},{""x"":57.95454545454546,""y"":276.4914772727273},{""x"":70.45454545454547,""y"":244.67329545454547},{""x"":102.27272727272728,""y"":223.08238636363637},{""x"":143.1818181818182,""y"":210.58238636363637},{""x"":195.45454545454547,""y"":204.9005681818182},{""x"":243.18181818181822,""y"":207.17329545454547},{""x"":279.54545454545456,""y"":220.80965909090912},{""x"":311.3636363636364,""y"":240.12784090909093},{""x"":332.9545454545455,""y"":261.71875},{""x"":345.4545454545455,""y"":285.5823863636364},{""x"":348.8636363636364,""y"":310.5823863636364},{""x"":347.72727272727275,""y"":340.12784090909093},{""x"":335.22727272727275,""y"":370.8096590909091},{""x"":312.5,""y"":399.21875000000006},{""x"":282.9545454545455,""y"":423.0823863636364},{""x"":251.13636363636365,""y"":438.9914772727273},{""x"":225.00000000000003,""y"":446.94602272727275},{""x"":203.40909090909093,""y"":450.3551136363637},{""x"":185.22727272727275,""y"":451.4914772727273},{""x"":172.72727272727275,""y"":450.3551136363637},{""x"":167.04545454545456,""y"":448.08238636363643}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
19,2025-09-10T12:05:43,Jzxa1phq,2,-5,6,"[{""x"":278.40909090909093,""y"":400.3551136363637},{""x"":277.2727272727273,""y"":400.3551136363637},{""x"":276.1363636363637,""y"":400.3551136363637},{""x"":273.8636363636364,""y"":400.3551136363637},{""x"":270.4545454545455,""y"":400.3551136363637},{""x"":263.6363636363637,""y"":400.3551136363637},{""x"":253.40909090909093,""y"":400.3551136363637},{""x"":242.04545454545456,""y"":400.3551136363637},{""x"":229.54545454545456,""y"":393.53693181818187},{""x"":214.77272727272728,""y"":373.0823863636364},{""x"":204.54545454545456,""y"":337.8551136363637},{""x"":198.86363636363637,""y"":299.21875},{""x"":197.72727272727275,""y"":261.71875},{""x"":197.72727272727275,""y"":227.62784090909093},{""x"":202.27272727272728,""y"":202.62784090909093},{""x"":214.77272727272728,""y"":184.44602272727275},{""x"":232.95454545454547,""y"":173.08238636363637},{""x"":257.9545454545455,""y"":167.4005681818182},{""x"":288.6363636363637,""y"":167.4005681818182},{""x"":330.6818181818182,""y"":183.3096590909091},{""x"":376.1363636363637,""y"":215.12784090909093},{""x"":406.81818181818187,""y"":250.35511363636365},{""x"":427.2727272727273,""y"":286.71875},{""x"":439.7727272727273,""y"":324.21875000000006},{""x"":442.04545454545456,""y"":359.44602272727275},{""x"":430.68181818181824,""y"":394.6732954545455},{""x"":401.1363636363637,""y"":424.21875000000006},{""x"":357.9545454545455,""y"":444.6732954545455},{""x"":304.54545454545456,""y"":456.03693181818187},{""x"":256.8181818181818,""y"":458.3096590909091},{""x"":223.86363636363637,""y"":454.90056818181824},{""x"":200.00000000000003,""y"":449.21875000000006},{""x"":185.22727272727275,""y"":443.53693181818187},{""x"":178.40909090909093,""y"":436.71875000000006}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
20,2025-09-10T12:05:45,Jzxa1phq,2,-3,7,"[{""x"":220.45454545454547,""y"":441.26420454545456},{""x"":220.45454545454547,""y"":441.26420454545456},{""x"":218.1818181818182,""y"":441.26420454545456},{""x"":209.09090909090912,""y"":441.26420454545456},{""x"":194.31818181818184,""y"":441.26420454545456},{""x"":165.90909090909093,""y"":440.12784090909093},{""x"":126.13636363636365,""y"":429.90056818181824},{""x"":85.22727272727273,""y"":399.21875000000006},{""x"":50.00000000000001,""y"":350.3551136363637},{""x"":31.81818181818182,""y"":301.4914772727273},{""x"":27.272727272727273,""y"":259.44602272727275},{""x"":30.681818181818183,""y"":211.71875000000003},{""x"":45.45454545454546,""y"":171.94602272727275},{""x"":80.68181818181819,""y"":141.26420454545456},{""x"":128.4090909090909,""y"":116.26420454545456},{""x"":182.95454545454547,""y"":102.62784090909092},{""x"":242.04545454545456,""y"":99.21875000000001},{""x"":298.8636363636364,""y"":103.76420454545456},{""x"":342.04545454545456,""y"":116.26420454545456},{""x"":376.1363636363637,""y"":136.71875},{""x"":404.54545454545456,""y"":166.26420454545456},{""x"":423.8636363636364,""y"":206.03693181818184},{""x"":431.81818181818187,""y"":254.90056818181822},{""x"":427.2727272727273,""y"":304.9005681818182},{""x"":406.81818181818187,""y"":351.4914772727273},{""x"":369.31818181818187,""y"":394.6732954545455},{""x"":320.4545454545455,""y"":427.62784090909093},{""x"":263.6363636363637,""y"":446.94602272727275},{""x"":205.6818181818182,""y"":453.76420454545456},{""x"":157.95454545454547,""y"":450.3551136363637},{""x"":120.45454545454547,""y"":437.8551136363637},{""x"":93.18181818181819,""y"":423.0823863636364},{""x"":76.13636363636364,""y"":408.3096590909091},{""x"":64.77272727272728,""y"":394.6732954545455},{""x"":60.227272727272734,""y"":382.1732954545455},{""x"":60.227272727272734,""y"":371.94602272727275}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
21,2025-09-10T12:05:47,Jzxa1phq,-5,-9,8,"[{""x"":272.72727272727275,""y"":386.71875000000006},{""x"":271.5909090909091,""y"":386.71875000000006},{""x"":269.31818181818187,""y"":386.71875000000006},{""x"":262.5,""y"":386.71875000000006},{""x"":248.86363636363637,""y"":386.71875000000006},{""x"":228.40909090909093,""y"":386.71875000000006},{""x"":204.54545454545456,""y"":386.71875000000006},{""x"":179.54545454545456,""y"":383.3096590909091},{""x"":157.95454545454547,""y"":373.0823863636364},{""x"":132.95454545454547,""y"":352.62784090909093},{""x"":113.63636363636364,""y"":316.26420454545456},{""x"":106.81818181818183,""y"":262.8551136363637},{""x"":105.68181818181819,""y"":198.08238636363637},{""x"":113.63636363636364,""y"":142.4005681818182},{""x"":137.5,""y"":98.08238636363637},{""x"":172.72727272727275,""y"":65.12784090909092},{""x"":221.59090909090912,""y"":43.53693181818182},{""x"":273.8636363636364,""y"":32.17329545454546},{""x"":323.8636363636364,""y"":28.764204545454547},{""x"":370.4545454545455,""y"":36.71875},{""x"":405.68181818181824,""y"":57.17329545454546},{""x"":429.54545454545456,""y"":84.44602272727273},{""x"":442.04545454545456,""y"":123.08238636363637},{""x"":446.5909090909091,""y"":167.4005681818182},{""x"":437.50000000000006,""y"":216.26420454545456},{""x"":413.6363636363637,""y"":265.12784090909093},{""x"":375.00000000000006,""y"":306.03693181818187},{""x"":323.8636363636364,""y"":336.71875000000006},{""x"":270.4545454545455,""y"":352.62784090909093},{""x"":217.04545454545456,""y"":357.1732954545455},{""x"":171.5909090909091,""y"":357.1732954545455},{""x"":143.1818181818182,""y"":353.76420454545456},{""x"":125.00000000000001,""y"":345.8096590909091},{""x"":115.90909090909092,""y"":340.12784090909093}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
